City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,fernandopolis,-20.2839,-50.2464,22.3,85,96,1.31,BR,1701834732
329,daru,-9.0763,143.2092,30.64,59,84,4.91,PG,1701834732
330,menaka,15.9182,2.4022,22.39,17,0,4.18,ML,1701834733
331,portland,45.5234,-122.6762,15.34,95,100,4.02,US,1701834654
332,okhotsk,59.3833,143.3,-22.3,75,100,6.01,RU,1701834733
333,playa del ingles,27.7567,-15.5787,18.86,69,100,0.55,ES,1701834733
334,corner brook,48.9667,-57.9484,-3.91,89,91,2.43,CA,1701834733
335,shenkursk,62.1091,42.896,-22.41,99,70,0.81,RU,1701834734
336,govindgarh,27.5,76.9833,19.36,41,0,1.98,IN,1701834734
337,qionghai,19.2425,110.4642,23.49,83,100,2.66,CN,1701834734
338,colombo,6.9319,79.8478,27.97,79,56,3.52,LK,1701834702
339,udachny,66.4167,112.4,-26.26,97,100,3.11,RU,1701834735
340,labytnangi,66.6572,66.4183,-26.43,98,96,0.79,RU,1701834735
341,sydney mines,46.2367,-60.2177,-1.57,78,100,5.66,CA,1701834735
342,popondetta,-8.7537,148.2534,33.36,50,100,3.43,PG,1701834735
343,zambezi,-13.5432,23.1047,17.52,96,6,2.73,ZM,1701834735
344,ulladulla,-35.35,150.4667,21.81,65,52,4.18,AU,1701834735
345,kapa'a,22.0752,-159.319,28.99,89,100,8.23,US,1701834736
346,touros,-5.1989,-35.4608,26.15,79,2,7.34,BR,1701834736
347,vieira de leiria,39.8695,-8.9324,8.6,86,44,1.54,PT,1701834736
348,okeechobee,27.2439,-80.8298,16.11,77,0,2.06,US,1701834736
349,palmer,42.1584,-72.3287,2.01,71,100,0.0,US,1701834736
350,kinango,-4.1372,39.3153,23.71,92,85,1.29,KE,1701834736
351,bayganin,48.6947,55.8742,-6.6,85,88,4.65,KZ,1701834736
352,karaton,-6.3424,106.1045,30.32,68,100,0.44,ID,1701834737
353,kalaoa,19.7286,-155.9817,20.97,98,25,0.89,US,1701834737
354,fairfield glade,36.0004,-84.8863,5.39,81,100,6.17,US,1701834737
355,lompoc,34.6391,-120.4579,16.55,84,0,1.54,US,1701834667
356,broome,42.2506,-75.833,0.39,93,100,0.0,US,1701834738
357,kyshtovka,56.555,76.6271,-14.81,96,100,3.58,RU,1701834738
358,dodola,6.9833,39.1833,10.34,70,10,0.4,ET,1701834738
359,azangaro,-14.9167,-70.2167,7.92,83,100,2.07,PE,1701834738
360,puducherry,11.9333,79.8167,28.23,75,98,3.25,IN,1701834739
361,singkil,-7.9855,111.4161,31.85,56,91,1.87,ID,1701834739
